name,description,homepage,num_install_30d,num_install_90d,num_install_365d,num_install_on_request_30d,num_install_on_request_90d,num_install_on_request_365d,generated_date 
gabedit,"GUI to computational chemistry packages like Gamess-US, Gaussian, etc.",https://gabedit.sourceforge.io/,24,49,247,24,50,248,2021-08-21
gaffitter,Efficiently fit files/folders to fixed size volumes (like DVDs),https://gaffitter.sourceforge.io/,2,2,9,2,2,9,2021-08-21
galen,Automated testing of look and feel for responsive websites,http://galenframework.com/,6,32,70,6,31,69,2021-08-21
gallery-dl,Command-line downloader for image-hosting site galleries and collections,https://github.com/mikf/gallery-dl,308,850,1719,307,849,1721,2021-08-21
gambit,Software tools for game theory,http://www.gambit-project.org,33,79,208,33,79,208,2021-08-21
gambit-scheme,Implementation of the Scheme Language,https://github.com/gambit/gambit,20,70,385,15,47,258,2021-08-21
game-music-emu,Videogame music file emulator collection,https://bitbucket.org/mpyne/game-music-emu,105,347,2501,15,79,365,2021-08-21
gammaray,Examine and manipulate Qt application internals at runtime,https://www.kdab.com/gammaray,26,91,415,26,91,414,2021-08-21
gammu,Command-line utility to control a phone,https://wammu.eu/gammu/,18,41,343,18,41,337,2021-08-21
gandi.cli,Command-line interface to Gandi.net products using the public API,https://cli.gandi.net/,2,8,129,2,8,129,2021-08-21
ganglia,Scalable distributed monitoring system,https://ganglia.sourceforge.io/,4,10,49,4,10,49,2021-08-21
garmintools,Interface to the Garmin Forerunner GPS units,https://code.google.com/archive/p/garmintools/,4,21,67,4,21,67,2021-08-21
gateway-go,GateWay Client for OpenIoTHub,https://github.com/OpenIoTHub,12,21,73,12,21,73,2021-08-21
gatsby-cli,Gatsby command-line interface,https://www.gatsbyjs.org/docs/gatsby-cli/,975,2676,9095,978,2677,9080,2021-08-21
gau,"Open Threat Exchange, Wayback Machine, and Common Crawl URL fetcher",https://github.com/lc/gau,20,66,213,20,66,213,2021-08-21
gauche,"R7RS Scheme implementation, developed to be a handy script interpreter",https://practical-scheme.net/gauche/,159,517,1358,159,517,1344,2021-08-21
gauge,Test automation tool that supports executable documentation,https://gauge.org,749,2058,6541,749,2058,6516,2021-08-21
gaul,Genetic Algorithm Utility Library,https://gaul.sourceforge.io/,2,3,9,2,3,9,2021-08-21
gawk,GNU awk utility,https://www.gnu.org/software/gawk/,6003,17908,81296,4737,13959,65712,2021-08-21
gbdfed,Bitmap Font Editor,http://sofia.nmsu.edu/~mleisher/Software/gbdfed/,7,26,102,7,26,102,2021-08-21
gcab,Windows installer (.MSI) tool,https://wiki.gnome.org/msitools,61,176,917,15,45,250,2021-08-21
gcal,Program for calculating and printing calendars,https://www.gnu.org/software/gcal/,39,132,666,39,131,659,2021-08-21
gcalcli,Easily access your Google Calendar(s) from a command-line,https://github.com/insanum/gcalcli,85,239,615,85,239,615,2021-08-21
gcc,GNU compiler collection,https://gcc.gnu.org/,113668,324257,1305546,50648,142616,604077,2021-08-21
gcc@10,GNU compiler collection,https://gcc.gnu.org/,441,1710,2118,433,1691,2093,2021-08-21
gcc@4.9,GNU Compiler Collection,https://gcc.gnu.org/,309,1504,7662,306,1496,7392,2021-08-21
gcc@5,GNU Compiler Collection,https://gcc.gnu.org/,466,1699,10576,465,1695,10456,2021-08-21
gcc@6,GNU compiler collection,https://gcc.gnu.org,513,1966,9499,512,1961,9449,2021-08-21
gcc@7,GNU compiler collection,https://gcc.gnu.org/,654,2557,12496,652,2548,12403,2021-08-21
gcc@8,GNU compiler collection,https://gcc.gnu.org/,595,2464,12226,583,2423,11976,2021-08-21
gcc@9,GNU compiler collection,https://gcc.gnu.org/,610,2388,13320,596,2349,13120,2021-08-21
gconf,System for storing user application preferences,https://projects.gnome.org/gconf/,3,6,66,3,6,66,2021-08-21
gcore,Produce a snapshot (core dump) of a running process,https://web.archive.org/web/20200103164014/https://osxbook.com/book/bonus/chapter8/core/,4,6,108,4,6,108,2021-08-21
gcovr,Reports from gcov test coverage program,https://gcovr.com/,257,1080,4062,258,1083,4043,2021-08-21
gcsfuse,User-space file system for interacting with Google Cloud,https://github.com/googlecloudplatform/gcsfuse,9,18,1352,9,18,1341,2021-08-21
gcutil,Manage your Google Compute Engine resources,https://cloud.google.com/compute/docs/gcutil/,52,98,223,52,98,222,2021-08-21
gcviewer,Java garbage collection visualization tool,https://github.com/chewiebug/GCViewer,38,121,468,38,121,466,2021-08-21
gd,Graphics library to dynamically manipulate images,https://libgd.github.io/,62674,206629,1041190,4150,12769,63860,2021-08-21
gdal,Geospatial Data Abstraction Library,https://www.gdal.org/,17737,52935,231660,14298,42203,178048,2021-08-21
gdb,GNU debugger,https://www.gnu.org/software/gdb/,6755,23983,137549,6738,23911,135463,2021-08-21
gdbgui,"Modern, browser-based frontend to gdb (gnu debugger)",https://www.gdbgui.com/,28,95,874,28,95,876,2021-08-21
gdbm,GNU database manager,https://www.gnu.org/software/gdbm/,512257,1586585,5320524,8886,31245,90009,2021-08-21
gdcm,Grassroots DICOM library and utilities for medical files,https://sourceforge.net/projects/gdcm/,137,419,2425,108,340,1985,2021-08-21
gdk-pixbuf,Toolkit for image loading and pixel buffer manipulation,https://gtk.org,48130,165753,819297,10124,39651,215743,2021-08-21
gdl,GNOME Docking Library provides docking features for GTK+ 3,https://developer.gnome.org/gdl/,65,233,1068,9,75,517,2021-08-21
gdm,Go Dependency Manager (gdm),https://github.com/sparrc/gdm,13,29,107,13,29,108,2021-08-21
gdmap,Tool to inspect the used space of folders,https://sourceforge.net/projects/gdmap/,3,22,85,3,22,85,2021-08-21
gdrive,Google Drive CLI Client,https://github.com/gdrive-org/gdrive,602,1430,3908,601,1430,3908,2021-08-21
gdu,Disk usage analyzer with console interface written in Go,https://github.com/dundee/gdu,450,1383,2675,450,1391,2687,2021-08-21
gdub,Gradlew/gradle wrapper,https://www.gdub.rocks/,111,372,1670,111,371,1667,2021-08-21
gearman,Application framework to farm out work to other machines or processes,http://gearman.org/,90,253,1938,90,249,1896,2021-08-21
geckodriver,WebDriver <-> Marionette proxy,https://github.com/mozilla/geckodriver,2703,8864,46071,2693,8821,45757,2021-08-21
gecode,Toolkit for developing constraint-based systems and applications,https://www.gecode.org/,10,53,258,5,19,112,2021-08-21
gedit,GNOME text editor,https://wiki.gnome.org/Apps/Gedit,1597,5919,26779,1596,5910,26654,2021-08-21
geeqie,Lightweight Gtk+ based image viewer,https://www.geeqie.org/,55,173,1031,55,173,1024,2021-08-21
gegl,Graph based image processing framework,https://www.gegl.org/,95,238,859,94,235,776,2021-08-21
gel,Modern gem manager,https://gel.dev,1,12,52,1,12,52,2021-08-21
gem-completion,Bash completion for gem,https://github.com/mernen/completion-ruby,55,174,592,55,174,595,2021-08-21
genact,Nonsense activity generator,https://github.com/svenstaro/genact,56,148,735,56,149,736,2021-08-21
genders,Static cluster configuration database for cluster management,https://github.com/chaos/genders,2,9,40,2,9,36,2021-08-21
generate-json-schema,Generate a JSON Schema from Sample JSON,https://github.com/Nijikokun/generate-schema,28,55,158,28,55,158,2021-08-21
genext2fs,Generates an ext2 filesystem as a normal (non-root) user,https://genext2fs.sourceforge.io/,82,246,341,82,246,341,2021-08-21
gengetopt,Generate C code to parse command-line arguments via getopt_long,https://www.gnu.org/software/gengetopt/,112,347,1672,100,310,1526,2021-08-21
genometools,Versatile open source genome analysis software,http://genometools.org/,35,116,389,35,115,379,2021-08-21
genstats,Generate statistics about stdin or textfiles,https://www.vanheusden.com/genstats/,1,4,34,1,4,34,2021-08-21
geocode-glib,GNOME library for gecoding and reverse geocoding,https://developer.gnome.org/geocode-glib,33,86,363,25,59,247,2021-08-21
geogram,Programming library of geometric algorithms,http://alice.loria.fr/software/geogram/doc/html/index.html,20,67,450,6,33,145,2021-08-21
geographiclib,C++ geography library,https://geographiclib.sourceforge.io/,32,126,450,32,124,438,2021-08-21
geoip,This library is for the GeoIP Legacy format (dat),https://github.com/maxmind/geoip-api-c,1807,5372,24658,980,2974,13325,2021-08-21
geoipupdate,Automatic updates of GeoIP2 and GeoIP Legacy databases,https://github.com/maxmind/geoipupdate,625,1206,5159,613,1191,4993,2021-08-21
geomview,Interactive 3D viewing program,http://www.geomview.org,15,44,233,15,44,228,2021-08-21
geos,Geometry Engine,https://trac.osgeo.org/geos,8311,28572,177151,2316,8042,56452,2021-08-21
geoserver,Java server to share and edit geospatial data,http://geoserver.org/,46,122,369,46,122,365,2021-08-21
geph2,Modular Internet censorship circumvention system,https://geph.io,1,4,45,1,4,45,2021-08-21
geph4,Modular Internet censorship circumvention system to deal with national filtering,https://geph.io/,10,40,122,10,40,120,2021-08-21
gerbil-scheme,Opinionated dialect of Scheme designed for Systems Programming,https://cons.io,7,28,192,8,29,190,2021-08-21
gerbv,Gerber (RS-274X) viewer,http://gerbv.gpleda.org/,52,164,950,48,137,798,2021-08-21
gerrit-tools,Tools to ease Gerrit code review,https://github.com/indirect/gerrit-tools,4,25,65,4,25,65,2021-08-21
get-flash-videos,Download or play videos from various Flash-based websites,https://github.com/monsieurvideo/get-flash-videos,2,13,88,2,13,88,2021-08-21
get_iplayer,Utility for downloading TV and radio programmes from BBC iPlayer,https://github.com/get-iplayer/get_iplayer,116,370,2366,117,372,2355,2021-08-21
getdns,Modern asynchronous DNS API,https://getdnsapi.net,134,558,1224,56,193,403,2021-08-21
getmail,"Extensible mail retrieval system with POP3, IMAP4, SSL support",http://pyropus.ca/software/getmail/,25,67,465,25,67,461,2021-08-21
gettext,GNU internationalization (i18n) and localization (l10n) library,https://www.gnu.org/software/gettext/,230154,714765,3635514,4325,14159,95651,2021-08-21
getxbook,Tools to download ebooks from various sources,https://njw.name/getxbook/,3,22,145,3,22,143,2021-08-21
gexiv2,GObject wrapper around the Exiv2 photo metadata library,https://wiki.gnome.org/Projects/gexiv2,99,191,834,95,185,745,2021-08-21
gf-complete,Comprehensive Library for Galois Field Arithmetic,https://web.archive.org/web/20191024182742/jerasure.org/,1,1,47,1,1,17,2021-08-21
gflags,Library for processing command-line flags,https://gflags.github.io/gflags/,45147,137638,220440,448,1299,5978,2021-08-21
gforth,Implementation of the ANS Forth language,https://www.gnu.org/software/gforth/,66,216,1143,66,217,1131,2021-08-21
gh,GitHub command-line tool,https://github.com/cli/cli,55129,159044,539215,54991,158729,538566,2021-08-21
ghc,Glorious Glasgow Haskell Compilation System,https://haskell.org/ghc/,3699,15490,54788,2138,9288,32727,2021-08-21
ghc@8.6,Glorious Glasgow Haskell Compilation System,https://haskell.org/ghc/,19,85,710,10,29,194,2021-08-21
ghc@8.8,Glorious Glasgow Haskell Compilation System,https://haskell.org/ghc/,145,529,4374,7,31,303,2021-08-21
ghc@9,Glorious Glasgow Haskell Compilation System,https://haskell.org/ghc/,16,50,173,16,51,171,2021-08-21
ghex,GNOME hex editor,https://wiki.gnome.org/Apps/Ghex,47,132,707,47,132,704,2021-08-21
ghi,Work on GitHub issues on the command-line,https://github.com/stephencelis/ghi,110,312,1432,109,309,1425,2021-08-21
ghostscript,Interpreter for PostScript and PDF,https://www.ghostscript.com/,60003,251137,1064573,10611,45602,179694,2021-08-21
ghq,Remote repository management made easy,https://github.com/x-motemen/ghq,724,4200,13292,722,4192,13243,2021-08-21
ghr,Upload multiple artifacts to GitHub Release in parallel,https://tcnksm.github.io/ghr,43,228,432,43,228,432,2021-08-21
ghz,Simple gRPC benchmarking and load testing tool,https://ghz.sh,533,1188,3968,533,1188,3971,2021-08-21
ghz-web,Web interface for ghz,https://ghz.sh,35,63,159,35,63,159,2021-08-21
gibbslda,Library wrapping imlib2's context API,https://gibbslda.sourceforge.io/,0,0,3,0,0,3,2021-08-21
gibo,Access GitHub's .gitignore boilerplates,https://github.com/simonwhitaker/gibo,190,627,3155,190,627,3124,2021-08-21
gif2png,Convert GIFs to PNGs,http://www.catb.org/~esr/gif2png/,6,17,66,6,17,66,2021-08-21
gifcap,Capture video from an Android device and make a gif,https://github.com/outlook/gifcap,24,52,106,25,53,107,2021-08-21
gifify,Turn movies into GIFs,https://github.com/jclem/gifify,72,202,812,72,202,811,2021-08-21
giflib,Library and utilities for processing GIFs,https://giflib.sourceforge.io/,46131,143169,660080,1125,3375,12816,2021-08-21
giflossy,"Lossy LZW compression, reduces GIF file sizes by 30-50%",https://pornel.net/lossygif,46,119,664,46,119,661,2021-08-21
gifsicle,GIF image/animation creator/editor,https://www.lcdf.org/gifsicle/,2505,7976,22986,2493,7941,22838,2021-08-21
gifski,Highest-quality GIF encoder based on pngquant,https://gif.ski/,533,956,4629,533,956,4627,2021-08-21
gimme,Shell script to install any Go version,https://github.com/travis-ci/gimme,119,295,1176,119,295,1172,2021-08-21
gimme-aws-creds,CLI to retrieve AWS credentials from Okta,https://github.com/Nike-Inc/gimme-aws-creds,1497,5361,13881,1486,5324,13746,2021-08-21
ginac,Not a Computer algebra system,https://www.ginac.de/,38,94,606,34,85,545,2021-08-21
gist,Command-line utility for uploading Gists,https://github.com/defunkt/gist,184,560,4088,182,558,3896,2021-08-21
gistit,Command-line utility for creating Gists,https://gistit.herokuapp.com/,3,11,49,3,11,49,2021-08-21
git,Distributed revision control system,https://git-scm.com,272766,655763,2512501,267720,643448,2465836,2021-08-21
git-absorb,Automatic git commit --fixup,https://github.com/tummychow/git-absorb,38,109,796,38,109,796,2021-08-21
git-annex,Manage files with git without checking in file contents,https://git-annex.branchable.com/,727,1913,7604,683,1780,7179,2021-08-21
git-annex-remote-rclone,Use rclone supported cloud storage with git-annex,https://github.com/DanielDent/git-annex-remote-rclone,9,23,60,9,23,60,2021-08-21
git-appraise,Distributed code review system for Git repos,https://github.com/google/git-appraise,4,8,50,4,8,49,2021-08-21
git-archive-all,Archive a project and its submodules,https://github.com/Kentzo/git-archive-all,27,124,405,27,125,399,2021-08-21
git-bug,"Distributed, offline-first bug tracker embedded in git, with bridges",https://github.com/MichaelMure/git-bug,19,40,224,19,40,223,2021-08-21
git-cal,GitHub-like contributions calendar but on the command-line,https://github.com/k4rthik/git-cal,36,88,539,36,88,538,2021-08-21
git-cinnabar,Git remote helper to interact with mercurial repositories,https://github.com/glandium/git-cinnabar,14,65,277,14,65,277,2021-08-21
git-cola,Highly caffeinated git GUI,https://git-cola.github.io/,563,1683,7568,562,1682,7483,2021-08-21
git-credential-manager,Stores Git credentials for Visual Studio Team Services,https://docs.microsoft.com/vsts/git/set-up-credential-managers,227,619,4048,227,619,4027,2021-08-21
git-crypt,Enable transparent encryption/decryption of files in a git repo,https://www.agwa.name/projects/git-crypt/,1693,5479,26111,1692,5480,26082,2021-08-21
git-delta,Syntax-highlighting pager for git and diff output,https://github.com/dandavison/delta,2773,15510,38268,2649,14718,37119,2021-08-21
git-extras,Small git utilities,https://github.com/tj/git-extras,1105,3768,20993,1104,3762,20496,2021-08-21
